uid,sentence,sense_keys,glosses,target
d004.s021.t002,"It was a brilliant [TGT] debut [TGT] , so much so indeed that it aroused a new vitality in the younger poets , as did Byron 's Childe Harold .","['debut%1:10:00::', 'debut%1:04:00::']","['the presentation of a debutante in society', 'the act of beginning something new']",[1]
d004.s021.t003,"It was a brilliant debut , so much so [TGT] indeed [TGT] that it aroused a new vitality in the younger poets , as did Byron 's Childe Harold .","['indeed%4:02:02::', 'indeed%4:02:03::']","['(used as an interjection) an expression of surprise or skepticism or irony etc.', 'in truth (often tends to intensify)']",[1]
d004.s021.t004,"It was a brilliant debut , so much so indeed that it [TGT] aroused [TGT] a new vitality in the younger poets , as did Byron 's Childe Harold .","['arouse%2:29:00::', 'arouse%2:38:00::', 'arouse%2:37:00::', 'arouse%2:36:00::']","['cause to be alert and energetic', 'to begin moving,', 'call forth (emotions, feelings, and responses)', 'summon into action or bring into existence, often as if by magic']",[2]
d004.s021.t005,"It was a brilliant debut , so much so indeed that it aroused a [TGT] new [TGT] vitality in the younger poets , as did Byron 's Childe Harold .","['new%5:00:00:inexperienced:00', 'new%5:00:00:original:00', 'new%3:00:09::', 'new%5:00:00:unaccustomed:00']","['lacking training or experience', 'original and of a kind not seen before', 'unaffected by use or exposure', 'unfamiliar']",[1]
d004.s021.t006,"It was a brilliant debut , so much so indeed that it aroused a new [TGT] vitality [TGT] in the younger poets , as did Byron 's Childe Harold .","['vitality%1:07:00::', 'vitality%1:07:01::', 'vitality%1:19:00::', 'vitality%1:26:00::']","['the property of being able to survive and grow', 'an energetic style', '(biology) a hypothetical force (not physical or chemical) once thought by Henri Bergson to cause the evolution and development of organisms', 'a healthy capacity for vigorous activity']",[1]
d004.s021.t007,"It was a brilliant debut , so much so indeed that it aroused a new vitality in the [TGT] younger [TGT] poets , as did Byron 's Childe Harold .","['young%5:00:00:inexperienced:00', 'young%5:00:00:early:02', 'young%3:00:00::', 'young%5:00:00:new:00']","['not tried or tested by experience', '(of crops) harvested at an early stage of development; before complete maturity', '(used of living things especially persons) in an early period of life or development or growth', 'being in its early stage']",[2]
d004.s021.t008,"It was a brilliant debut , so much so indeed that it aroused a new vitality in the younger [TGT] poets [TGT] , as did Byron 's Childe Harold .",['poet%1:18:00::'],['a writer of poems (the term is usually reserved for writers of good poetry)'],[0]
d004.s021.t009,"It was a brilliant debut , so much so indeed that it aroused a new vitality in the younger poets , as did [TGT] Byron [TGT] 's Childe Harold .","['person%1:10:00::', 'person%1:08:00::', 'person%1:03:00::']","['a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)', 'a human being']",[2]
d004.s022.t000,"[TGT] Professor Fredrik Bo [TGT] ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .","['person%1:08:00::', 'person%1:03:00::', 'person%1:10:00::']","['a human body (usually including the clothing)', 'a human being', 'a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party']",[1]
d004.s022.t001,"Professor Fredrik Bo ^ o ^ k , [TGT] Sweden [TGT] 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .",['sweden%1:15:00::'],['a Scandinavian kingdom in the eastern part of the Scandinavian Peninsula'],[0]
d004.s022.t002,"Professor Fredrik Bo ^ o ^ k , Sweden 's [TGT] foremost [TGT] critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .","['foremost%5:00:00:front:00', 'foremost%5:00:00:fore:00', 'foremost%5:00:00:best:00']","['preceding all others in spatial position', 'situated closest to the bow', 'ranking above all others']",[2]
d004.s022.t003,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost [TGT] critic [TGT] of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .","['critic%1:18:02::', 'critic%1:18:01::', 'critic%1:18:00::']","['someone who frequently finds fault or makes harsh and unfair judgments', 'anyone who expresses a reasoned judgment of something', 'a person who is professionally engaged in the analysis and interpretation of works of art']",[2]
d004.s022.t004,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the [TGT] period [TGT] , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .","['period%1:10:00::', 'period%1:22:00::', 'period%1:28:07::', 'period%1:28:00::']","['a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations', 'the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause; ; --Hippocrates; --Aristotle', '(ice hockey) one of three divisions into which play is divided in hockey games', 'an amount of time']",[3]
d004.s022.t005,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , [TGT] acclaims [TGT] it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .","['acclaim%2:32:00::', 'acclaim%2:32:01::']","['praise vociferously', ""clap one's hands or shout after performances to indicate approval""]",[0]
d004.s022.t006,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it [TGT] as follows [TGT] : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , vivid .",['as_follows%4:02:00::'],['what is listed next'],[0]
d004.s022.t007,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we [TGT] have [TGT] the verse of a painter ; strongly colorful , plastic , racy , vivid .","['have%2:40:04::', 'have%2:39:06::', 'have%2:35:00::', 'have%2:32:00::']","['have ownership or possession of', 'go through (mental or physical states or experiences)', 'have sex with; archaic use', 'cause to do; cause to act in a specified manner']",[1]
d004.s022.t008,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the [TGT] verse [TGT] of a painter ; strongly colorful , plastic , racy , vivid .","['verse%1:10:02::', 'verse%1:10:00::', 'verse%1:10:01::']","['literature in metrical form', 'a piece of poetry', 'a line of metrical text']","[1, 0]"
d004.s022.t009,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a [TGT] painter [TGT] ; strongly colorful , plastic , racy , vivid .","['painter%1:06:00::', 'painter%1:05:00::', 'painter%1:18:01::', 'painter%1:18:00::']","['a line that is attached to the bow of a boat and used for tying up (as when docking or towing)', 'large American feline resembling a lion', 'a worker who is employed to cover objects with paint', 'an artist who paints']",[3]
d004.s022.t010,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; [TGT] strongly [TGT] colorful , plastic , racy , vivid .","['strongly%4:02:00::', 'strongly%4:02:01::']","['with strength or in a strong manner', 'in a powerful manner']",[0]
d004.s022.t011,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly [TGT] colorful [TGT] , plastic , racy , vivid .","['colorful%3:00:00::', 'colorful%3:00:03::', 'colorful%3:00:02::']","['having striking color', 'striking in variety and interest', 'having color or a certain color; sometimes used in combination']","[1, 0]"
d004.s022.t012,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , [TGT] racy [TGT] , vivid .","['racy%5:00:00:mobile:00', 'racy%5:00:00:sexy:00', 'racy%5:00:00:spirited:00', 'racy%5:00:00:tasty:00']","['designed or suitable for competing in a race', 'suggestive of sexual impropriety', 'full of zest or vigor', 'marked by richness and fullness of flavor']",[2]
d004.s022.t013,"Professor Fredrik Bo ^ o ^ k , Sweden 's foremost critic of the period , acclaims it as follows : `` In this we have the verse of a painter ; strongly colorful , plastic , racy , [TGT] vivid [TGT] .","['vivid%5:00:00:saturated:03', 'vivid%5:00:00:colorful:00', 'vivid%5:00:00:clear:00', 'vivid%5:00:00:realistic:00']","['(of color) having the highest saturation', 'having striking color', 'having the clarity and freshness of immediate experience', 'evoking lifelike images within the mind']","[3, 2]"
d004.s023.t000,"In a [TGT] bold [TGT] , sometimes careless , form there is nothing academic ; all is seen and felt and experienced , the observation is sharp and the imagination lively .","['bold%3:00:00::', 'bold%5:00:00:steep:00', 'bold%5:00:00:conspicuous:00']","['fearless and daring', 'very steep; having a prominent and almost vertical front', 'clear and distinct']",[0]
d004.s023.t001,"In a bold , [TGT] sometimes [TGT] careless , form there is nothing academic ; all is seen and felt and experienced , the observation is sharp and the imagination lively .",['sometimes%4:02:01::'],['on certain occasions or in certain cases but not always'],[0]
d004.s023.t002,"In a bold , sometimes [TGT] careless [TGT] , form there is nothing academic ; all is seen and felt and experienced , the observation is sharp and the imagination lively .","['careless%5:00:01:heedless:00', 'careless%3:00:00::', 'careless%5:00:00:artless:00']","[""(usually followed by `of') without due thought or consideration"", 'marked by lack of attention or consideration or forethought or thoroughness; not careful', 'effortless and unstudied']",[2]
