id,sentence,sense_keys,glosses,target
d001.s034.t000,"Every [TGT] time [TGT] you enter an expression , the "" ans "" variable value will be changed to the last result .","['time%1:28:05::', 'time%1:11:00::', 'time%1:03:00::', 'time%1:11:01::', 'time%1:28:01::', 'time%1:28:00::', 'time%1:07:01::', 'time%1:28:06::', 'time%1:28:03::', 'time%1:28:04::']","['a period of time considered as a resource under your control and sufficient to accomplish something', 'an instance or single occasion for some event', 'the continuum of experience in which events pass from the future through the present to the past', ""a person's experience on a particular occasion"", 'the period of time a prisoner is imprisoned', 'an indefinite period (usually marked by specific attributes or activities)', 'rhythm as given by division into parts of equal duration', 'a suitable moment', 'a reading of a point in time as given by a clock', 'the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event']",[1]
d001.s034.t001,"Every time you [TGT] enter [TGT] an expression , the "" ans "" variable value will be changed to the last result .","['enter%2:38:00::', 'enter%2:42:00::', 'enter%2:36:00::', 'enter%2:41:06::', 'enter%2:41:00::', 'enter%2:35:03::', 'enter%2:30:10::', 'enter%2:33:00::', 'enter%2:32:04::']","['to come or go into', 'be or play a part of or in', 'come on stage', 'register formally as a participant or member', 'take on duties or office', 'put or introduce into something', 'set out on (an enterprise or subject of study)', 'become a participant; be involved in', 'make a record of; set down in permanent form']","[5, 8]"
d001.s034.t002,"Every time you enter an [TGT] expression [TGT] , the "" ans "" variable value will be changed to the last result .","['expression%1:07:00::', 'expression%1:10:00::', 'expression%1:10:02::', 'expression%1:04:00::', 'expression%1:10:04::', 'expression%1:10:01::', 'expression%1:10:03::', 'expression%1:10:05::', 'expression%1:22:00::']","[""the feelings expressed on a person's face"", 'a word or phrase that particular people use in particular situations', 'expression without words', 'the act of forcing something out by squeezing or pressing', 'the communication (in speech or writing) of your beliefs or opinions', 'the style of expressing yourself', 'a group of symbols that make a mathematical statement', 'a group of words that form a constituent of a sentence and are considered as a single unit', '(genetics) the process of expressing a gene']",[6]
d001.s034.t003,"Every time you enter an expression , the "" ans "" [TGT] variable [TGT] value will be changed to the last result .","['variable%1:09:00::', 'variable%1:17:00::', 'variable%1:17:01::', 'variable%1:10:00::']","['a quantity that can assume any of a set of values', 'something that is likely to vary; something that is subject to variation', 'a star that varies noticeably in brightness', 'a symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity']",[3]
d001.s034.t004,"Every time you enter an expression , the "" ans "" variable [TGT] value [TGT] will be changed to the last result .","['value%1:09:01::', 'value%1:28:00::', 'value%1:21:00::', 'value%1:07:01::', 'value%1:07:00::', 'value%1:09:00::']","['an ideal accepted by some individual or group', '(music) the relative duration of a musical note', 'the amount (of money or goods or services) that is considered to be a fair equivalent for something else', 'relative darkness or lightness of a color; -Joe Hing Lowe', 'the quality (positive or negative) that renders something desirable or valuable', 'a numerical quantity measured or assigned or computed']",[5]
d001.s034.t005,"Every time you enter an expression , the "" ans "" variable value will be [TGT] changed [TGT] to the last result .","['change%2:40:00::', 'change%2:30:02::', 'change%2:30:04::', 'change%2:30:00::', 'change%2:30:05::', 'change%2:30:03::', 'change%2:30:08::', 'change%2:30:06::', 'change%2:30:01::', 'change%2:38:00::']","['give to, and receive from, one another', ""become different in some particular way, without permanently losing one's or its former characteristics or essence"", 'exchange or replace with another, usually of the same kind or category', ""undergo a change; become different in essence; losing one's or its original nature"", 'lay aside, abandon, or leave for another', 'change clothes; put on different clothes', 'become deeper in tone', 'remove or replace the coverings of', 'cause to change; make different; cause a transformation', 'change from one vehicle or transportation line to another']",[8]
d001.s034.t006,"Every time you enter an expression , the "" ans "" variable value will be changed to the [TGT] last [TGT] result .","['last%5:00:00:unlikely:00', 'last%5:00:00:dying:00', 'last%5:00:00:high:02', 'last%5:00:00:unalterable:00', 'last%5:00:00:worst:00', 'last%5:00:00:past:00', 'last%3:00:00::', 'last%5:00:00:closing:00', 'last%5:00:00:ultimate:00']","['most unlikely or unsuitable', 'occurring at the time of death', 'highest in extent or degree', 'not to be altered or undone', 'lowest in rank or importance', 'immediately past', 'coming after all others in time or space or degree or being the only one remaining', 'occurring at or forming an end or termination', 'conclusive in a process or progression']","[6, 5]"
d001.s034.t007,"Every time you enter an expression , the "" ans "" variable value will be changed to the last [TGT] result [TGT] .","['result%1:11:00::', 'result%1:10:01::', 'result%1:19:00::', 'result%1:10:00::']","['something that results', 'the semantic role of the noun phrase whose referent exists only by virtue of the activity denoted by the verb in the clause', 'a phenomenon that follows and is caused by some previous phenomenon', 'a statement that solves a problem or explains how to solve the problem']",[0]
d001.s035.t000,Ctrl N [TGT] New [TGT] Window,"['new%5:00:00:other:00', 'new%5:00:00:unprecedented:00', 'new%5:00:00:original:00', 'new%5:00:01:late:01', 'new%5:00:02:original:00', 'new%3:00:00::', 'new%5:00:00:inexperienced:00', 'new%3:00:09::', 'new%5:00:00:early:02', 'new%5:00:00:unaccustomed:00', 'new%5:00:02:late:01']","['other than the former one(s); different', 'having no previous example or precedent or parallel', 'original and of a kind not seen before', 'used of a living language; being the current stage in its development', '(of a new kind or fashion) gratuitously new', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered', 'lacking training or experience', 'unaffected by use or exposure', '(of crops) harvested at an early stage of development; before complete maturity', 'unfamiliar', 'in use after medieval times']","[0, 5]"
d001.s035.t001,Ctrl N New [TGT] Window [TGT],"['window%1:17:00::', 'window%1:06:05::', 'window%1:06:01::', 'window%1:06:03::', 'window%1:28:00::', 'window%1:06:00::', 'window%1:06:02::', 'window%1:06:04::']","['an opening that resembles a window in appearance or function', 'an opening in a wall or screen that admits light and air and through which customers can be served', 'a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened', '(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen', 'the time period that is considered best for starting or finishing something', 'a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air', 'a transparent panel (as of an envelope) inserted in an otherwise opaque material', 'a pane of glass in a window']",[3]
d001.s036.t000,Flushes the [TGT] log [TGT] .,"['log%1:10:02::', 'log%1:06:01::', 'log%1:27:01::', 'log%1:10:01::', 'log%1:10:00::']","['a written record of messages sent or received', ""measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship's speed through the water"", 'a segment of the trunk of a tree when stripped of branches', 'the exponent required to produce a given number', 'a written record of events on a voyage (of a ship or plane)']",[0]
d001.s037.t000,Ctrl L [TGT] Load [TGT] Script,"['load%2:35:10::', 'load%2:35:02::', 'load%2:30:12::', 'load%2:40:12::', 'load%2:35:01::']","['put (something) on a structure or conveyance', 'provide (a device) with something necessary', 'corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones', ""transfer from a storage device to a computer's memory"", 'fill or place a load on']",[3]
d001.s038.t000,[TGT] Executes [TGT] the instructions in a file sequentially .,"['execute%2:36:00::', 'execute%2:41:04::', 'execute%2:41:01::', 'execute%2:41:03::', 'execute%2:32:00::', 'execute%2:36:01::', 'execute%2:41:00::']","['put in effect', 'carry out a process or program, as on a computer or a machine', 'murder in a planned fashion', 'carry out the legalities of', 'sign in the presence of witnesses', 'carry out or perform an action', 'kill as a means of socially sanctioned punishment']","[5, 0]"
d001.s038.t001,Executes the [TGT] instructions [TGT] in a file sequentially .,"['instruction%1:04:00::', 'instruction%1:10:04::', 'instruction%1:10:02::', 'instruction%1:04:01::']","['the profession of a teacher', 'a message describing how something is to be done', '(computer science) a line of code written as part of a computer program', 'the activities of educating or instructing; activities that impart knowledge or skill']",[2]
d001.s038.t002,Executes the instructions in a [TGT] file [TGT] sequentially .,"['file%1:06:00::', 'file%1:10:00::', 'file%1:06:01::', 'file%1:14:00::']","['a steel hand tool with small sharp teeth on some or all of its surfaces; used for smoothing wood or metal', 'a set of related records (either written or electronic) kept together', 'office furniture consisting of a container for keeping papers in order', 'a line of persons or things ranged one behind the other']",[1]
d001.s038.t003,Executes the instructions in a file [TGT] sequentially [TGT] .,['sequentially%4:02:00::'],['in a consecutive manner'],[0]
