id,sentence,sense_keys,glosses,target
d002.s119.t002,Judy and I were in our back yard when the lawn [TGT] started [TGT] rolling like ocean waves .,"['start%2:36:01::', 'start%2:38:02::', 'start%2:41:00::', 'start%2:36:00::', 'start%2:42:03::', 'start%2:42:00::', 'start%2:38:04::', 'start%2:30:01::', 'start%2:41:04::', 'start%2:30:00::', 'start%2:38:00::', 'start%2:38:03::', 'start%2:33:00::', 'start%2:38:01::']","['get off the ground', 'leave', 'begin work or acting in a certain capacity, office or job', 'bring into being', 'have a beginning characterized in some specified way', 'have a beginning, in a temporal, spatial, or evaluative sense', 'move or jump suddenly, as if in surprise or alarm', 'set in motion, cause to start', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'take the first step or steps in carrying out an action', 'begin or set in motion', 'bulge outward', 'play in the starting lineup', 'get going or set in motion']",[9]
d002.s119.t003,Judy and I were in our back yard when the lawn started [TGT] rolling [TGT] like ocean waves .,"['roll%2:38:12::', 'roll%2:29:06::', 'roll%2:40:00::', 'roll%2:38:09::', 'roll%2:38:00::', 'roll%2:42:00::', 'roll%2:38:11::', 'roll%2:30:08::', 'roll%2:35:00::', 'roll%2:35:01::', 'roll%2:30:07::', 'roll%2:32:00::', 'roll%2:30:06::', 'roll%2:38:10::', 'roll%2:35:05::', 'roll%2:30:10::', 'roll%2:39:00::', 'roll%2:38:01::']","['move, rock, or sway from side to side', 'execute a roll, in tumbling', 'sell something to or obtain something from by energetic and especially underhanded activity', 'move about aimlessly or without any destination, often in search of food or employment', 'move by turning over or rotating', 'occur in soft rounded shapes', 'cause to move by turning over or in a circular manner of as if on an axis', 'boil vigorously', 'arrange or or coil around', 'begin operating or running', 'show certain properties when being rolled', 'pronounce with a roll, of the phoneme /r/', 'take the shape of a roll or cylinder', 'move in a wavy pattern or with a rising and falling motion', 'flatten or spread with a roller', 'shape by rolling', 'emit, produce, or utter with a deep prolonged reverberating sound', 'move along on or as if on wheels or a wheeled vehicle']",[17]
d002.s119.t004,Judy and I were in our back yard when the lawn started rolling like [TGT] ocean [TGT] waves .,"['ocean%1:23:00::', 'ocean%1:17:00::']","['anything apparently limitless in quantity or volume', 'a large body of water constituting a principal part of the hydrosphere']",[1]
d002.s119.t005,Judy and I were in our back yard when the lawn started rolling like ocean [TGT] waves [TGT] .,"['wave%1:08:00::', 'wave%1:11:01::', 'wave%1:10:01::', 'wave%1:11:02::', 'wave%1:19:00::', 'wave%1:04:02::', 'wave%1:18:00::', 'wave%1:11:00::', 'wave%1:25:00::']","['a hairdo that creates undulations in the hair', 'one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)', 'the act of signaling by a movement of the hand', 'something that rises rapidly', 'a persistent and widespread unusual weather condition (especially of unusual temperatures)', 'a movement like that of a sudden occurrence or increase in a specified phenomenon', ""a member of the women's reserve of the United States Navy; originally organized during World War II but now no longer a separate branch"", '(physics) a movement up and down or back and forth', 'an undulating curve']",[1]
d002.s120.t000,"We [TGT] ran [TGT] into the house to get Mame , but the next tremor threw me in the air and bounced me as I tried to get to my feet .","['run%2:30:03::', 'run%2:30:00::', 'run%2:38:11::', 'run%2:38:05::', 'run%2:36:02::', 'run%2:38:06::', 'run%2:38:13::', 'run%2:36:00::', 'run%2:41:01::', 'run%2:42:02::', 'run%2:35:04::', 'run%2:35:00::', 'run%2:33:02::', 'run%2:30:01::', 'run%2:41:02::', 'run%2:30:07::', 'run%2:38:00::', 'run%2:42:07::', 'run%2:42:03::', 'run%2:41:04::', 'run%2:38:04::', 'run%2:42:01::', 'run%2:42:05::', 'run%2:36:01::', 'run%2:33:06::', 'run%2:30:02::', 'run%2:30:04::', 'run%2:42:08::', 'run%2:35:01::', 'run%2:42:04::', 'run%2:33:01::', 'run%2:38:08::', 'run%2:41:00::', 'run%2:38:03::', 'run%2:42:00::', 'run%2:38:01::', 'run%2:38:02::', 'run%2:38:09::', 'run%2:42:06::', 'run%2:40:06::', 'run%2:38:10::']","['change from one state to another', 'reduce or cause to be reduced from a solid to a liquid state, usually by heating', 'move about freely and without restraint, or act as if running around in an uncontrolled way', 'cover by running; run a certain distance', 'include as the content; broadcast or publicize', 'run with the ball; in such sports as football', 'travel rapidly, by any (unspecified) means', 'carry out', 'make without a miss', 'be affected by; be subjected to', 'be operating, running or functioning', 'perform as expected when applied', 'pursue for food or sport (as of wild animals)', 'come unraveled or undone as if by snagging', 'direct or control; projects, businesses, etc.', 'cause to perform', ""move fast by using one's feet, with one foot off the ground at any given time"", 'change or be different within limits', 'continue to exist', 'set animals loose to graze', ""flee; take to one's heels; cut and run"", 'have a tendency or disposition to do or be something; be inclined', 'extend or continue for a certain period of time', 'cause to emit recorded audio or video', 'run, stand, or compete for an office or a position', 'progress by being changed', 'become undone', 'cause something to pass or lead somewhere', 'pass over, across, or through', 'have a particular form', 'compete in a race', 'be diffused', 'carry out a process or program, as on a computer or a machine', 'sail before the wind', 'stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point', 'move along, of liquids', 'keep company', 'travel a route regularly', 'occur persistently', 'deal in illegally, such as arms or liquor', 'cause an animal to move fast']","[16, 20]"
d002.s120.t001,"We ran into the [TGT] house [TGT] to get Mame , but the next tremor threw me in the air and bounced me as I tried to get to my feet .","['house%1:14:02::', 'house%1:06:00::', 'house%1:14:00::', 'house%1:14:04::', 'house%1:14:03::', 'house%1:04:00::', 'house%1:15:00::', 'house%1:06:01::', 'house%1:14:01::', 'house%1:06:02::', 'house%1:14:06::', 'house%1:14:05::']","['an official assembly having legislative powers', 'a dwelling that serves as living quarters for one or more families', 'aristocratic family line', 'the members of a religious community living together', 'the audience gathered together in a theatre or cinema', 'play in which children take the roles of father or mother or children and pretend to interact like adults', '(astrology) one of 12 equal areas into which the zodiac is divided', 'a building in which something is sheltered or located', 'the members of a business organization that owns or operates one or more establishments', 'a building where theatrical performances or motion-picture shows can be presented', 'the management of a gambling house or casino', 'a social unit living together']",[1]
d002.s120.t002,"We ran into the house to [TGT] get [TGT] Mame , but the next tremor threw me in the air and bounced me as I tried to get to my feet .","['get%2:35:00::', 'get%2:29:11::', 'get%2:37:12::', 'get%2:40:01::', 'get%2:32:03::', 'get%2:40:14::', 'get%2:36:14::', 'get%2:39:09::', 'get%2:30:02::', 'get%2:29:00::', 'get%2:40:00::', 'get%2:35:09::', 'get%2:39:14::', 'get%2:30:00::', 'get%2:31:09::', 'get%2:30:12::', 'get%2:29:01::', 'get%2:30:03::', 'get%2:39:00::', 'get%2:38:12::', 'get%2:32:00::', 'get%2:29:08::', 'get%2:33:00::', 'get%2:35:03::', 'get%2:30:01::', 'get%2:35:12::', 'get%2:31:10::', 'get%2:38:15::', 'get%2:35:10::', 'get%2:31:03::', 'get%2:37:11::', 'get%2:32:08::', 'get%2:39:13::', 'get%2:38:00::', 'get%2:40:13::', 'get%2:36:00::']","['attract and fix', 'undergo (as of injuries and illnesses)', 'irritate', 'achieve a point or goal', 'communicate with a place or person; establish communication with, as if by telephone', 'acquire as a result of some effort or action', 'apprehend and reproduce accurately', 'suffer from the receipt of', 'cause to move; cause to be in a certain position or condition', 'be stricken by an illness, fall victim to an illness', 'come into the possession of something concrete or abstract', 'succeed in catching or seizing, especially after a chase', 'receive as a retribution or punishment', 'enter or assume a certain state or condition', 'grasp with the mind or develop an understanding of', 'take the first step or steps in carrying out an action', 'come to have or undergo a change of (physical features and attributes)', 'receive a specified treatment (abstract)', 'go through (mental or physical states or experiences)', 'reach and board', 'cause to do; cause to act in a specified manner', 'make children', 'take vengeance on or get even', 'go or come after and bring or take back', 'give certain properties to something', 'overcome or destroy', 'be a mystery or bewildering to', 'leave immediately; used usually in the imperative form', 'reach with a blow or hit in a particular spot', 'reach by calculation', 'evoke an emotional response', 'move into a desired direction of discourse', 'perceive by hearing', 'reach a destination; arrive by movement or progress', 'purchase', 'earn or achieve a base by being walked by the pitcher']",[23]
d002.s120.t003,"We ran into the house to get Mame , but the [TGT] next [TGT] tremor threw me in the air and bounced me as I tried to get to my feet .","['next%5:00:00:incoming:00', 'next%5:00:00:close:01', 'next%5:00:00:succeeding:00']","['(of elected officers) elected but not yet serving', 'nearest in space or position; immediately adjoining without intervening space', 'immediately following in time or order']",[2]
d002.s120.t004,"We ran into the house to get Mame , but the next [TGT] tremor [TGT] threw me in the air and bounced me as I tried to get to my feet .","['tremor%1:11:00::', 'tremor%1:04:00::', 'tremor%1:26:00::']","['a small earthquake', 'an involuntary vibration (as if from illness or fear)', 'shaking or trembling (usually resulting from weakness or stress or disease)']",[0]
d002.s120.t005,"We ran into the house to get Mame , but the next tremor [TGT] threw [TGT] me in the air and bounced me as I tried to get to my feet .","['throw%2:36:00::', 'throw%2:38:00::', 'throw%2:35:01::', 'throw%2:36:08::', 'throw%2:37:00::', 'throw%2:35:00::', 'throw%2:35:06::', 'throw%2:32:00::', 'throw%2:32:03::', 'throw%2:35:02::', 'throw%2:38:03::', 'throw%2:35:08::', 'throw%2:31:00::', 'throw%2:36:02::', 'throw%2:35:07::']","[""make on a potter's wheel"", 'move violently, energetically, or carelessly', 'cause to go on or to be engaged or set in operation', 'organize or be responsible for', 'cause to be confused emotionally', 'propel through the air', 'cause to fall off', 'convey or communicate; of a smile, a look, a physical gesture', 'utter with force; utter vehemently', 'place or put with great energy', 'to put into a state or activity hastily, suddenly, or carelessly', 'throw (a die) out onto a flat surface', 'be confusing or perplexing to; cause to be unable to think clearly', 'put or send forth', 'get rid of']",[5]
d002.s120.t006,"We ran into the house to get Mame , but the next tremor threw me in the [TGT] air [TGT] and bounced me as I tried to get to my feet .","['air%1:15:01::', 'air%1:07:00::', 'air%1:10:02::', 'air%1:15:00::', 'air%1:19:00::', 'air%1:10:01::', 'air%1:27:01::', 'air%1:04:00::', 'air%1:27:00::']","['the mass of air surrounding the Earth', 'a distinctive but intangible quality surrounding a person or thing', 'medium for radio and television broadcasting', 'the region above the ground', 'a slight wind (usually refreshing)', 'a succession of notes forming a distinctive sequence', 'once thought to be one of four elements composing the universe (Empedocles)', 'travel via aircraft', 'a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of']",[3]
